0.025	0.275	0.125	1
0.4	0.075	0.175	1
0.05	0.025	0.175	1
0.3	0.075	0.05	1
0.6	0.15	0.175	1
0.25	0.3	0.05	1
0.225	0.125	0.025	1
0.275	0.075	0.025	1
0.275	0.025	0.025	1
0.55	0.05	0.15	1
0.075	0.15	0.05	1
0.75	0.2	0.1	1
0.725	0.05	0.175	1
0.025	0.2	0.1	1
0.675	0.25	0.05	1
0.2	0.075	0.175	1
0.35	0.275	0.05	1
0.575	0.125	0.15	1
0.55	0.1	0.025	1
0.575	0.3	0.05	1
0.3	0.25	0.075	1
0.75	0.2	0.175	1
0.375	0.275	0.15	1
0.15	0.25	0.05	1
0.425	0.25	0.05	1
0.375	0.025	0.15	1
0.2	0.2	0.025	1
0.725	0.025	0.125	1
0.775	0.2	0.025	1
0.75	0.275	0.05	1
0.225	0.275	0.15	1
0.55	0.05	0.1	1
0.575	0.15	0.175	1
0.775	0.05	0.15	1
0.3	0.25	0.025	1
0.35	0.3	0.1	1
0.375	0.175	0.15	1
0.65	0.225	0.1	1
0.375	0.125	0.025	1
0.125	0.3	0.075	1
0.05	0.225	0.125	1
0.175	0.075	0.1	1
0.1	0.025	0.125	1
0.275	0.3	0.15	1
0.475	0.275	0.125	1
0.55	0.025	0.025	1
0.45	0.2	0.175	1
0.275	0.05	0.1	1
0.475	0.225	0.05	1
0.75	0.15	0.1	1
0.45	0.075	0.025	1
0.5	0.2	0.15	1
0.475	0.125	0.175	1
0.3	0.1	0.175	1
0.225	0.025	0.025	1
0.225	0.05	0.125	1
0.3	0.025	0.1	1
0.575	0.275	0.15	1
0.425	0.175	0.175	1
0.3	0.3	0.15	1
0.625	0.15	0.15	1
0.325	0.025	0.175	1
0.125	0.075	0.05	1
0.75	0.075	0.125	1
0.325	0.125	0.05	1
0.275	0.275	0.125	1
0.45	0.125	0.15	1
0.45	0.15	0.15	1
0.075	0.175	0.1	1
0.375	0.125	0.175	1
0.325	0.225	0.175	1
0.65	0.275	0.05	1
0.65	0.225	0.05	1
0.4	0.275	0.175	1
0.05	0.1	0.125	1
0.075	0.025	0.125	1
0.4	0.1	0.1	1
0.075	0.3	0.125	1
0.275	0.225	0.025	1
0.75	0.1	0.025	1
0.525	0.125	0.1	1
0.225	0.2	0.05	1
0.225	0.025	0.15	1
0.275	0.275	0.05	1
0.575	0.025	0.125	1
0.45	0.175	0.05	1
0.575	0.075	0.025	1
0.725	0.025	0.025	1
0.675	0.2	0.15	1
0.675	0.3	0.15	1
0.4	0.05	0.075	1
0.475	0.25	0.175	1
0.65	0.075	0.075	1
0.65	0.225	0.025	1
0.725	0.075	0.05	1
0.325	0.025	0.15	1
0.175	0.2	0.025	1
0.525	0.025	0.175	1
0.525	0.275	0.125	1
0.05	0.225	0.075	1
0.65	0.125	0.025	1
0.75	0.225	0.175	1
0.225	0.1	0.025	1
0.05	0.075	0.1	1
0.775	0.275	0.025	1
0.575	0.15	0.05	1
0.025	0.15	0.025	1
0.525	0.225	0.15	1
0.35	0.05	0.1	1
0.475	0.225	0.15	1
0.1	0.275	0.1	1
0.625	0.125	0.025	1
0.125	0.125	0.05	1
0.4	0.125	0.05	1
0.725	0.1	0.05	1
0.575	0.2	0.05	1
0.4	0.25	0.025	1
0.375	0.075	0.175	1
0.1	0.05	0.125	1
0.425	0.3	0.025	1
0.5	0.1	0.025	1
0.525	0.05	0.075	1
0.6	0.275	0.05	1
0.525	0.3	0.025	1
0.175	0.225	0.05	1
0.425	0.2	0.175	1
0.125	0.1	0.175	1
0.025	0.025	0.125	1
0.6	0.025	0.1	1
0.475	0.3	0.175	1
0.55	0.125	0.05	1
0.025	0.25	0.15	1
0.4	0.025	0.05	1
0.675	0.1	0.05	1
0.075	0.3	0.175	1
0.45	0.175	0.15	1
0.7	0.2	0.05	1
0.175	0.225	0.1	1
0.15	0.15	0.175	1
0.175	0.025	0.05	1
0.625	0.05	0.1	1
0.65	0.3	0.1	1
0.2	0.05	0.025	1
0.225	0.15	0.15	1
0.425	0.25	0.025	1
0.775	0.05	0.025	1
0.325	0.025	0.075	1
0.075	0.175	0.175	1
0.325	0.175	0.1	1
0.675	0.225	0.15	1
0.1	0.275	0.125	1
0.75	0.175	0.05	1
0.45	0.05	0.05	1
0.7	0.05	0.1	1
0.275	0.175	0.125	1
0.55	0.025	0.125	1
0.65	0.125	0.075	1
0.725	0.125	0.15	1
0.4	0.225	0.125	1
0.725	0.05	0.15	1
0.3	0.1	0.125	1
0.625	0.025	0.05	1
0.55	0.25	0.025	1
0.05	0.175	0.025	1
0.7	0.3	0.025	1
0.6	0.3	0.05	1
0.3	0.15	0.05	1
0.225	0.175	0.1	1
0.525	0.075	0.075	1
0.725	0.025	0.1	1
0.275	0.3	0.125	1
0.525	0.225	0.1	1
0.45	0.125	0.175	1
0.45	0.3	0.1	1
0.15	0.275	0.1	1
0.175	0.175	0.175	1
0.2	0.225	0.15	1
0.275	0.05	0.025	1
0.5	0.175	0.175	1
0.475	0.275	0.15	1
0.4	0.025	0.1	1
0.425	0.175	0.05	1
0.3	0.15	0.1	1
0.275	0.275	0.075	1
0.625	0.2	0.175	1
0.525	0.15	0.15	1
0.025	0.3	0.1	1
0.575	0.25	0.05	1
0.15	0.05	0.1	1
0.375	0.225	0.15	1
0.75	0.125	0.15	1
0.675	0.125	0.025	1
0.1	0.25	0.025	1
0.775	0.125	0.05	1
0.575	0.3	0.025	1
0.075	0.05	0.025	1
0.75	0.275	0.175	1
0.35	0.15	0.15	1
0.675	0.175	0.075	1
0.575	0.225	0.15	1
0.1	0.025	0.1	1
0.525	0.25	0.125	1
0.525	0.125	0.05	1
0.575	0.05	0.15	1
0.775	0.025	0.175	1
0.3	0.3	0.1	1
0.625	0.05	0.15	1
0.675	0.025	0.075	1
0.45	0.3	0.15	1
0.475	0.075	0.05	1
0.1	0.1	0.15	1
0.725	0.175	0.05	1
0.375	0.175	0.05	1
0.475	0.175	0.1	1
0.5	0.075	0.025	1
0.6	0.125	0.05	1
0.3	0.175	0.175	1
0.5	0.175	0.075	1
0.075	0.05	0.125	1
0.025	0.125	0.05	1
0.75	0.25	0.075	1
0.25	0.125	0.175	1
0.175	0.3	0.075	1
0.075	0.125	0.05	1
0.775	0.225	0.025	1
0.375	0.175	0.025	1
0.325	0.025	0.125	1
0.05	0.075	0.175	1
0.6	0.3	0.175	1
0.375	0.3	0.025	1
0.225	0.075	0.15	1
0.65	0.05	0.15	1
0.75	0.125	0.125	1
0.5	0.3	0.15	1
0.25	0.025	0.1	1
0.425	0.075	0.175	1
0.725	0.025	0.15	1
0.025	0.2	0.175	1
0.425	0.2	0.05	1
0.675	0.025	0.175	1
0.725	0.075	0.175	1
0.175	0.275	0.1	1
0.15	0.275	0.175	1
0.7	0.1	0.05	1
0.675	0.275	0.175	1
0.225	0.275	0.075	1
0.45	0.225	0.175	1
0.675	0.075	0.175	1
0.275	0.125	0.175	1
0.025	0.15	0.125	1
0.1	0.275	0.075	1
0.3	0.05	0.05	1
0.225	0.3	0.1	1
0.075	0.275	0.05	1
0.35	0.025	0.1	1
0.325	0.2	0.15	1
0.125	0.275	0.1	1
0.375	0.275	0.05	1
0.4	0.15	0.15	1
0.725	0.175	0.175	1
0.075	0.075	0.05	1
0.425	0.2	0.15	1
0.05	0.225	0.175	1
0.125	0.275	0.175	1
0.025	0.275	0.1	1
0.325	0.275	0.15	1
0.375	0.2	0.025	1
0.2	0.1	0.025	1
0.225	0.275	0.125	1
0.475	0.2	0.05	1
0.2	0.075	0.025	1
0.625	0.05	0.175	1
0.1	0.3	0.1	1
0.2	0.125	0.025	1
0.675	0.3	0.125	1
0.775	0.25	0.175	1
0.25	0.15	0.025	1
0.425	0.175	0.075	1
0.4	0.175	0.05	1
0.55	0.3	0.025	1
0.175	0.15	0.025	1
0.075	0.3	0.15	1
0.525	0.125	0.125	1
0.3	0.25	0.125	1
0.125	0.025	0.175	1
0.175	0.05	0.05	1
0.675	0.05	0.075	1
0.675	0.025	0.125	1
0.025	0.05	0.15	1
