0	0	1
0	0	1
0.242867	0.426607	0.871219
-0.102845	-0.98892	-0.107052
0	0	1
0	0	1
-0.223909	-0.0973285	-0.969738
0.340477	-0.475634	-0.811078
-0.135764	-0.637632	-0.758284
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0.385309	0.882947	0.268219
0	0	1
0	0	1
0	0	1
0.531459	-0.589671	0.608144
0	0	1
0	0	1
0	0	1
0.227421	0.710549	-0.665883
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0.424725	0.221724	0.877751
0	0	1
0	0	1
0	0	1
0	0	1
-0.226001	0.935464	-0.271717
0	0	1
0	0	1
-0.539659	-0.155785	0.827345
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0.201566	0.968499	0.146222
0	0	1
0.209428	-0.59791	0.773721
0	0	1
0	0	1
-0.517279	0.549486	0.656115
0.963177	-0.153424	-0.220795
-0.73901	-0.340529	-0.581296
0	0	1
-0.741566	0.131032	-0.65796
0	0	1
0	0	1
0	0	1
0.0813247	-0.813075	0.576451
0	0	1
0	0	1
0.149866	0.952786	0.264081
0.996115	0.0160371	-0.0865892
-0.614456	-0.69556	-0.372344
0	0	1
0	0	1
0	0	1
0	0	1
0.437632	0.573024	-0.692908
-0.922438	0.227696	0.311869
0	0	1
0.909176	0.131097	-0.395237
0	0	1
0.989781	-0.0303079	0.139341
0	0	1
0.0373321	-0.494258	-0.868513
-0.826232	0.464511	0.3187
0	0	1
0	0	1
0	0	1
0.277641	0.622636	0.731601
0	0	1
-0.907859	-0.324809	-0.265123
0	0	1
0	0	1
0	0	1
0	0	1
-0.141898	-0.982978	0.116699
0	0	1
0.334218	-0.591591	-0.733702
0	0	1
0.0899247	-0.110614	0.989787
0	0	1
0.347818	0.678962	-0.646555
0	0	1
0	0	1
0	0	1
-0.286227	-0.892026	-0.349806
0	0	1
0	0	1
-0.879303	0.425598	-0.213758
0	0	1
0	0	1
0	0	1
0	0	1
0.489909	-0.43702	-0.754323
0	0	1
0	0	1
0.79488	0.431648	-0.426433
0.311273	0.0303034	-0.949837
0	0	1
0.534206	0.706408	0.46434
0	0	1
0	0	1
-0.767225	-0.580393	0.272963
0	0	1
0	0	1
0.514743	0.371522	0.772664
0	0	1
0	0	1
0	0	1
0	0	1
0.682896	-0.495359	-0.53691
0	0	1
-0.94666	0.319784	-0.0396539
0	0	1
0	0	1
0	0	1
0.961071	0.271142	-0.0531524
0	0	1
-0.798857	-0.422643	-0.42802
0	0	1
0	0	1
0	0	1
0	0	1
-0.744205	0.626927	-0.23048
-0.358745	-0.828217	-0.430533
0.491262	-0.131497	-0.861029
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
-0.224083	-0.269628	-0.93653
0	0	1
0	0	1
0	0	1
0.935708	0.00230225	0.352767
0	0	1
0.475923	-0.219732	0.851596
0	0	1
0	0	1
0	0	1
0	0	1
0.790205	0.573497	-0.21605
-0.686074	0.532887	0.495312
-0.626333	0.570218	-0.531562
0	0	1
0	0	1
-0.545926	0.677007	-0.493584
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0.642957	-0.300537	0.704474
0.509615	0.611295	-0.605484
0	0	1
0	0	1
0.738081	-0.639601	0.214819
0	0	1
-0.824546	0.382583	-0.416839
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0.284811	-0.950811	0.121822
0.538686	0.842329	0.0173185
0	0	1
0	0	1
0	0	1
0	0	1
-0.129263	-0.94948	0.28597
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
-0.0313253	-0.208112	-0.977603
0	0	1
0	0	1
-0.835331	0.544949	-0.0724748
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
-0.493683	0.213218	0.843098
0	0	1
0	0	1
0	0	1
0	0	1
0.813675	-0.511904	0.275477
-0.025268	0.721928	0.691506
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
-0.430541	-0.887234	0.165683
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
0	0	1
-0.978171	0.201573	0.050489
-0.733783	-0.22599	-0.640695
